/mnt/wodobrow/loghub_logs/CloudStack/CloudStack.txt
ID=4     : size=155613    : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> SeqA <:*:> <:*:> Seq <:*:> <:CRL:> <:*:> , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=394   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>aef<:NUM:>b ctx-c<:NUM:>c<:NUM:><:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:>-e<:NUM:>ec<:NUM:>b<:NUM:><:NUM:>c<:NUM:><:NUM:>df<:NUM:>b<:NUM:><:NUM:>.<:PATH:>
ID=544   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>bee<:NUM:> ctx<:NUM:>d<:NUM:>a<:NUM:>a<:NUM:><:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:><:NUM:>ea<:NUM:>dda<:NUM:><:NUM:>db<:NUM:><:NUM:>f<:NUM:>fbe<:NUM:>bf<:NUM:>c<:NUM:><:NUM:>.<:PATH:>
ID=408   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>ea<:NUM:>fad ctx<:NUM:>b<:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:>-e<:NUM:>dd<:NUM:>cd<:NUM:>-f<:NUM:>d<:NUM:><:NUM:>a<:NUM:>-bb<:NUM:>-bf<:NUM:>b<:NUM:>a<:NUM:>f<:NUM:>b<:NUM:><:NUM:><:NUM:>.<:PATH:>
ID=409   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>ea<:NUM:>fad ctx<:NUM:>b<:PRNTEND:> Released nic: NicProfile<:SQBR:><:NUM:><:NUM:>-null-null-null
ID=106   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Add message handler <:*:> to cache
ID=415   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Deploy avoids pods: null, clusters: null, hosts: null
ID=553   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>cad<:NUM:> ctx<:NUM:>d<:NUM:><:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:><:NUM:>c<:NUM:>c<:NUM:>f-cc<:NUM:><:NUM:>d<:NUM:>-ba<:NUM:><:NUM:>f<:NUM:>faea<:NUM:><:NUM:>.<:PATH:>
ID=554   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-f<:NUM:>ee<:NUM:>a ctx-ad<:NUM:>d<:NUM:><:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:>-c<:NUM:>b<:NUM:><:NUM:><:NUM:>d<:NUM:><:NUM:>bae<:NUM:>da<:NUM:>c<:NUM:>b<:NUM:><:NUM:><:NUM:>.<:PATH:>
ID=490   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>f<:NUM:>a<:NUM:> ctx-c<:NUM:>c<:NUM:>c<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:> storage pool
ID=557   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-d<:NUM:>bb<:NUM:> ctx-d<:NUM:>f<:NUM:><:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:>-c<:NUM:>a<:NUM:>da<:NUM:>f<:NUM:><:NUM:>-bf<:NUM:>d<:NUM:><:NUM:><:NUM:>.<:PATH:>
ID=539   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Complete async job<:NUM:>, jobStatus: FAILED, resultCode: <:NUM:>, result: org.apache.cloudstack.api.response.ExceptionResponse<:PATH:><:CRL:>"uuidList":<:SQBR:><:SQBREND:>,"errorcode":<:NUM:>,"errortext":"Unable to find account <:*:> in specified domain id"<:CRLEND:>
ID=107   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Done building message handler cache for <:*:>
ID=487   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> Unable to execute API command queryasyncjobresult due to invalid value. Invalid parameter jobid <:*:> due to incorrect long value format, or entity does not exist or due to incorrect parameter annotation for the field in api cmd class.
ID=486   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Object entity uuid <:CMP:> <:*:> does not exist in the database.
ID=130   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Start configuring <:*:> <:*:> <:*:> manager : <:*:>
ID=538   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.exception.InvalidParameterValueException: Unable to find account <:*:> in specified domain id
ID=379   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-ca<:NUM:>d<:NUM:> ctx-dfac<:NUM:>c<:PRNTEND:> <:*:> <:*:> <:*:> storage pool
ID=129   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> <:*:> has been successfully configured
ID=485   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>af<:NUM:>d<:NUM:>e ctx<:NUM:>f<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:> storage pool
ID=347   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Successfully sent out command to start HTTP handling in console proxy agent
ID=454   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Seq <:NUM:><:NUM:>: <:*:> <:CRL:> <:*:> , MgmtId: <:NUM:>, via: <:*:> Ver: v<:NUM:>, Flags: <:NUM:>, <:*:> GNU<:PATH:> <:NUM:> <:PRNTBEG:><:NUM:>-bit<:PRNTEND:>","bootArgs":" template<:CMP:>domP type<:CMP:>consoleproxy host<:CMP:><:IP:> port<:CMP:><:NUM:> name<:CMP:>v<:NUM:>-VM zone<:CMP:><:NUM:> pod<:CMP:><:NUM:> guid<:CMP:>Proxy<:NUM:> proxy_vm<:CMP:><:NUM:> disable_rp_filter<:CMP:>true eth<:NUM:>ip<:CMP:><:IP:> eth<:NUM:>mask<:CMP:><:IP:> gateway<:CMP:><:IP:> eth<:NUM:>ip<:CMP:><:IP:> eth<:NUM:>mask<:CMP:><:IP:> eth<:NUM:>ip<:CMP:><:IP:> eth<:NUM:>mask<:CMP:><:IP:> mgmtcidr<:CMP:><:IP:><:PATH:> <:*:>
ID=449   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Asking <:*:> to prepare for Nic<:SQBR_CONT:>
ID=73    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> No duplicate hosts with the same local storage found in database
ID=443   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Current Used <:*:> <:NUM:> , Free <:*:> ,Requested <:*:> <:NUM:>
ID=354   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Successfully programmed <:*:> <:*:> into s<:NUM:>-VM
ID=506   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:*:> <:*:> alertType:: <:NUM:> <:PATH:> dataCenterId:: <:NUM:> <:PATH:> podId:: <:NUM:> <:PATH:> clusterId:: null <:PATH:> message:: Secondary Storage Vm rebooted in zone: zone, secStorageVm: s<:NUM:>-VM, public IP: <:IP:>, private IP: <:IP:>
ID=72    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Performing database integrity check
ID=501   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> Please specify a valid URL. <:*:> is invalid
ID=90    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Looking for <:*:>
ID=522   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:*:> <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> <:*:>
ID=502   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> Illegal host specified in url
ID=68    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Default Builder inited.
ID=505   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Secondary Storage Vm is rebooted, zone: zone, secStorageVm: s<:NUM:>-VM, public IP: <:IP:>, private IP: <:IP:>
ID=504   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> received secondary storage vm alert
ID=503   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Successfully reboot secondary storage vm s<:NUM:>-VM
ID=254   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>f<:NUM:> ctx<:NUM:>a<:NUM:>ce<:NUM:><:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:><:NUM:>b<:NUM:>df<:NUM:>b<:NUM:><:NUM:>fda-bfcb<:NUM:>f<:NUM:>a<:NUM:><:NUM:><:NUM:>.<:PATH:>
ID=361   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Template Sync found <:*:> already in the image store
ID=466   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> Not processing PingRoutingCommand for agent id<:CMP:><:NUM:>; can't find the host in the DB
ID=88    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Looking for <:*:> in the classpath
ID=463   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Seq <:NUM:><:NUM:>: Sending disconnect to class com.cloud.network.security.SecurityGroupListener
ID=91    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Current binaries reside at <:PATH:>
ID=516   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> <:*:> pool null <:*:> host <:NUM:>
ID=51    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Registering a database connection for <:*:>
ID=52    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> <:*:> <:*:> locks for <:NUM:>
ID=560   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-f<:NUM:>de<:NUM:> ctx<:NUM:>dd<:NUM:>b<:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:>-ddb<:NUM:>f<:NUM:><:NUM:>-b<:NUM:>c<:NUM:><:NUM:>dbc<:NUM:><:NUM:><:NUM:>.<:PATH:>
ID=547   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.exception.ResourceUnavailableException: Resource <:SQBR_CONT:> is unreachable: Unable to reboot domR, it is not in right state Stopped
ID=50    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Is Data Base High Availiability enabled? Ans : false
ID=114   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Empty console proxy domain, explicitly disabling SSL
ID=548   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-f<:NUM:>a<:NUM:>e<:PRNTEND:> Complete async job<:NUM:>, jobStatus: FAILED, resultCode: <:NUM:>, result: org.apache.cloudstack.api.response.ExceptionResponse<:PATH:><:CRL:>"uuidList":<:SQBR:><:SQBREND:>,"errorcode":<:NUM:>,"errortext":"Resource <:SQBR_CONT:> is unreachable: Unable to reboot domR, it is not in right state Stopped"<:CRLEND:>
ID=64    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Setup Spring Application context
ID=546   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-f<:NUM:>a<:NUM:>e ctx-f<:NUM:>beb<:NUM:><:PRNTEND:> Unable to reboot, virtual router is not in the right state Stopped
ID=515   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> createPool Params @ scheme - nfs storageHost - <:IP:> hostPath - <:PATH:> port - <:NUM:>
ID=545   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:>a<:NUM:>d<:NUM:>db ctx<:NUM:>f<:NUM:>c<:NUM:>e<:PRNTEND:> Upgrading template for router: <:NUM:>
ID=523   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.utils.exception.CloudRuntimeException: org.libvirt.LibvirtException: 内部错误 Child process <:PRNTBEG:><:PATH:> <:IP:>:<:PATH:> <:PATH:><:PRNTEND:> unexpected exit status <:NUM:>: mount.nfs: access denied by server while mounting <:IP:>:<:PATH:>
ID=115   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Console proxy max session soft limit : <:NUM:>
ID=450   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Allocated a nic NicProfile<:SQBR:><:NUM:><:NUM:>-ad<:NUM:>b<:NUM:><:NUM:>e<:NUM:>-ac<:NUM:><:NUM:>d<:NUM:>fbd<:NUM:>f<:NUM:>-<:IP:>-null for VM<:SQBR_CONT:>
ID=56    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> DB version <:CMP:> <:NUM:><:NUM:> Code Version <:CMP:> <:NUM:><:NUM:>
ID=521   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ERROR <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> Failed to create mount
ID=111   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Storage cleanup enabled: true, interval: <:NUM:>, template cleanup enabled: true
ID=507   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx-dece<:NUM:>a<:NUM:> ctx-d<:NUM:>f<:NUM:>d<:NUM:><:PRNTEND:> Please specify a valid URL. URL:<:PATH:> is an invalid for the format qcow<:NUM:>
ID=520   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ERROR <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> Internal error occurred when attempting to mount: specified path may be invalid
ID=519   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ERROR <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> org.libvirt.LibvirtException: 内部错误 Child process <:PRNTBEG:><:PATH:> <:IP:>:<:PATH:> <:PATH:><:PRNTEND:> unexpected exit status <:NUM:>: mount.nfs: access denied by server while mounting <:IP:>:<:PATH:>#<:NUM:>
ID=518   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> In createPool Adding the pool to each of the hosts
ID=517   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> Details from executing class com.cloud.agent.api.CreateStoragePoolCommand: success
ID=57    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> DB version and code version matches so no upgrade needed.
ID=108   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Configuring LBHealthCheck Manager null
ID=109   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> pool.acquisition.wait.seconds is configured as <:NUM:> seconds
ID=101   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> java.net.ConnectException: 拒绝连接
ID=95    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Executing: <:PATH:> <:PATH:> <:PATH:> <:PATH:> <:PATH:>
ID=96    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Execution is successful.
ID=97    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Start configuring cluster manager : ClusterManagerImpl
ID=98    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Cluster node IP : <:IP:>
ID=99    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Trying to connect to <:IP:>
ID=87    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Going to update systemvm iso with generated keypairs if needed
ID=86    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Keypairs already in database, updating local copy
ID=534   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.utils.exception.CloudRuntimeException: Failed to access storage pool
ID=100   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ERROR <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Unable to ping management server at <:IP:>:<:NUM:> due to ConnectException
ID=83    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> java.io.IOException: Fail to generate certificate!: sudo：没有终端存在，且未指定 askpass 程序
ID=82    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Would use fail-safe keystore to continue.
ID=81    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> sudo：没有终端存在，且未指定 askpass 程序
ID=80    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Exit value is <:NUM:>
ID=537   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> Timed out waiting for domain s<:NUM:>-VM to shutdown gracefully
ID=79    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Executing: sudo keytool -genkey -keystore <:PATH:> -storepass vmops.com -keypass vmops.com -keyalg RSA -validity <:NUM:> -dname cn<:CMP:>"Cloudstack User",ou<:CMP:>"cloudmanager",o<:CMP:>"cloudmanager",c<:CMP:>"Unknown"
ID=524   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:>
ID=76    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Use console proxy template : routing
ID=102   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Detected that another management node with the same IP <:IP:> is considered as running in DB, however it is not pingable, we will continue cluster initialization with this management server node
ID=75    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Found parameter routing unique name null
ID=104   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Start AsyncJobManager thread pool in size <:NUM:>
ID=533   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> Failed to add data store: Failed to access storage pool
ID=532   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>catalina-exec<:NUM:>:ctx<:NUM:> ctx-b<:NUM:>b<:NUM:>a<:PRNTEND:> No host can access storage pool org.apache.cloudstack.storage.datastore.PrimaryDataStoreImpl@<:NUM:>f on cluster <:NUM:>
ID=70    : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Job GSON Builder initialized.
ID=531   : size=1         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.utils.exception.CloudRuntimeException: Unable establish connection from storage head to storage pool <:NUM:> due to com.cloud.utils.exception.CloudRuntimeException: org.libvirt.LibvirtException: 内部错误 Child process <:PRNTBEG:><:PATH:> <:IP:>:<:PATH:> <:PATH:><:PRNTEND:> unexpected exit status <:NUM:>: mount.nfs: access denied by server while mounting <:IP:>:<:PATH:>#<:NUM:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.storage.LibvirtStorageAdaptor.createStoragePool<:PRNTBEG:>LibvirtStorageAdaptor.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager.createStoragePool<:PRNTBEG:>KVMStoragePoolManager.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.storage.KVMStoragePoolManager.createStoragePool<:PRNTBEG:>KVMStoragePoolManager.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.execute<:PRNTBEG:>LibvirtComputingResource.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.hypervisor.kvm.resource.LibvirtComputingResource.executeRequest<:PRNTBEG:>LibvirtComputingResource.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>at com.cloud.agent.Agent.processRequest<:PRNTBEG:>Agent.java:<:NUM:><:PRNTEND:>#<:NUM:>#<:NUM:>
